concrete,2.09,683,0.94,224.04,1.8,2.31,198.2,236.61,237.33,6.2,5.78,6.27,2.45,0.52,0.82,6.37,1.64,0.83,-0.09,242,2980.77,2.62,1686,1.49,224.29,2.37,3.48,198.24,237.02,237.62,6.68,6.23,6.45,4.76,0.58,0.78,6.57,1.28,0.94,-0.09,572,2734.88,3.14,3346,2.18,226.81,2.98,5.64,201.29,239.21,239.91,8.8,7.17,7.26,10.78,0.71,0.54,6.86,0.59,0.99,-0.09,1306,1798.33,2.4,8996,1.83,223.02,2.74,3.84,198.29,235.02,235.75,12.45,9.67,9.81,8.04,0.82,0.59,7.35,0.76,0.99,-0.08,1458,1135.13,2.4,8996,1.83,223.02,2.74,3.84,198.29,235.02,235.75,12.45,9.67,9.81,8.04,0.82,0.59,7.35,0.76,0.99,-0.08,1458,1135.13,3.83,13547,2.66,222.86,4.14,4.63,199.18,234.36,235.05,14.45,14,14.25,3.53,0.81,0.49,7.57,1.06,0.86,-0.08,2154,1114.63,4.92,33294,2.15,223.23,4.87,6.35,197.53,235.59,236.57,13.19,12.57,12.64,4.39,0.8,0.39,7.5,0.75,0.98,-0.09,4632,1208.86
grass,2,304,1.43,156.08,2.39,2.24,219.78,113.65,134.81,10.41,8.5,9.39,2.1,0.78,0.66,6.78,1.56,0.74,0.32,156,1508.96,1.9,915,0.96,156.69,1.81,2.26,209.3,121.61,139.17,14.96,12.49,10.55,3.13,0.87,0.81,7.4,1.56,0.84,0.26,274,875.1,2.62,2588,2.26,163.01,3.05,2.73,210.06,130.96,148,16.46,17.21,15.83,1.71,0.8,0.66,7.7,1.59,0.65,0.23,556,1155.07,2.34,2696,1.88,160.8,2.93,2.44,207.21,129.17,146.01,22.13,19.45,18.77,1.71,0.84,0.68,7.76,1.64,0.66,0.23,506,760,2.36,3113,1.72,164.44,2.53,2.46,207.3,135.61,150.41,22.87,26.71,22.72,1.71,0.83,0.68,7.84,1.71,0.53,0.21,548,793.13,3.1,5312,1.99,171.48,3.71,3.23,212.72,144.87,156.85,24.64,32.32,27.69,1.72,0.87,0.55,7.98,1.45,0.74,0.19,942,724.31,4,9773,1.74,166.02,3.11,4.07,214.23,134.86,148.96,31.68,31.81,28.82,1.32,0.89,0.58,8.3,1.75,0.59,0.23,1608,651.56
asphalt,2.19,936,1.35,59.58,2.31,2.26,47.22,63.21,68.32,7.44,7.01,7.04,1.5,0.39,0.72,6.67,1.88,0.4,-0.14,276,3346.09,2.71,2294,1.42,60.78,1.96,3.14,48.29,64.31,69.74,8.34,8.68,8.91,2.95,0.42,0.68,6.84,1.51,0.84,-0.14,602,3235.01,3.06,2728,1.54,62.24,2.03,3.48,50.04,65.73,70.95,10.37,10.26,10.33,2.75,0.57,0.69,7.06,1.5,0.83,-0.14,728,2580.67,3.45,5182,2,61.09,3.5,3.76,59.56,58.64,65.08,25.9,18.61,18.35,2.29,0.85,0.67,8.07,1.4,0.8,0.01,1082,981.37,3.45,5182,2,61.09,3.5,3.76,59.56,58.64,65.08,25.9,18.61,18.35,2.29,0.85,0.67,8.07,1.4,0.8,0.01,1082,981.37,3.45,5182,2,61.09,3.5,3.76,59.56,58.64,65.08,25.9,18.61,18.35,2.29,0.85,0.67,8.07,1.4,0.8,0.01,1082,981.37,3.45,5182,2,61.09,3.5,3.76,59.56,58.64,65.08,25.9,18.61,18.35,2.29,0.85,0.67,8.07,1.4,0.8,0.01,1082,981.37
tree,1.61,66,1.22,129.51,2.05,1.78,163.02,106.27,119.24,14.14,15.33,15.79,1.67,0.62,0.62,6.17,1.46,0.74,0.21,58,3731.47,2.68,891,1.2,141.74,2.62,2.78,179.02,116.28,129.93,21.5,20.25,20.84,1.39,0.81,0.72,8.09,1.88,0.54,0.21,332,1369.19,4,1148,2.07,139.01,3.08,4.07,170.27,117.24,129.52,29.19,20.26,20.67,1.25,0.88,0.62,8.36,1.67,0.48,0.18,552,880.92,5.04,3218,2.05,146.64,3.45,5.33,177.04,126.58,136.3,27.66,23.68,22.62,1.87,0.87,0.45,8.57,1.29,0.74,0.17,1210,877.78,5.9,4903,1.98,143.19,3.13,6.03,174.92,122.49,132.15,27.58,23.38,22.78,1.37,0.87,0.55,8.62,1.65,0.38,0.18,1688,901.67,5.03,5775,1.83,147.8,2.66,5.13,179.53,127.18,136.69,28.2,24.97,24.13,1.41,0.89,0.7,8.65,1.86,0.33,0.17,1560,797.7,4.9,6015,1.73,145.12,2.55,4.99,176.36,124.78,134.23,33.01,27.74,27.19,1.39,0.9,0.69,8.71,1.87,0.25,0.17,1548,616.82
grass,2.78,409,1.97,162.06,3.01,3.16,202.07,135.9,148.22,11.1,9.26,9.69,2.38,0.78,0.59,7.05,1.3,0.8,0.2,256,1702.02,3.73,999,1.95,164.65,3.54,3.78,209.1,136.32,148.54,12.84,9.44,9.48,1.09,0.83,0.37,7.41,1.43,0.56,0.21,478,1238.47,4.54,2964,2.14,162.53,3.87,4.75,206.47,134.15,146.98,17.59,17.47,17.03,1.71,0.84,0.45,7.91,1.24,0.62,0.21,1034,1071.44,4.55,3245,2.18,164.71,3.97,4.76,208.82,136.27,149.05,18.99,18.73,18.27,1.73,0.85,0.41,8.01,1.24,0.66,0.21,1084,1012.41,3.37,5523,1.46,159.26,2.74,3.46,200.73,132.39,144.67,19.35,16.57,16.53,1.56,0.88,0.64,7.99,1.69,0.62,0.21,1030,848.75,3.53,7508,1.72,155.22,2.74,3.57,198.68,127.16,139.81,18.81,18.38,17.94,1.24,0.86,0.71,8.02,1.86,0.39,0.22,1236,964.49,3.78,12670,1.93,151.4,2.7,3.86,197.46,121.44,135.3,21.72,20.26,19.42,1.48,0.88,0.65,8.04,1.76,0.51,0.24,1738,672.3
tree,2.17,247,1.09,111.39,2.6,2.42,174.87,73.6,85.7,20.22,13.27,14.3,2.33,0.75,0.69,7.34,1.52,0.78,0.41,152,2152.59,4.3,1084,2.11,113.07,3.95,4.83,165.52,81.44,92.24,27.79,21.42,20.2,2.43,0.82,0.49,8.53,1.2,0.79,0.34,636,1468.88,4.43,1416,2.12,116.61,3.77,4.82,165.78,87.6,96.46,29.41,26.21,24.13,2.07,0.82,0.54,8.7,1.44,0.57,0.31,726,1420.32,3.57,1665,1.99,125.18,3.19,3.85,173.86,96.75,104.92,34.12,33.58,30.88,2.08,0.86,0.65,8.83,1.63,0.55,0.28,628,1025.78,3.57,1665,1.99,125.18,3.19,3.85,173.86,96.75,104.92,34.12,33.58,30.88,2.08,0.86,0.65,8.83,1.63,0.55,0.28,628,1025.78,6.39,4930,2.6,145.91,5.95,6.42,178.73,126.39,132.62,44.06,51.64,47.58,1.11,0.86,0.34,9.32,1.22,0.45,0.17,1802,1053.96,6.39,4930,2.6,145.91,5.95,6.42,178.73,126.39,132.62,44.06,51.64,47.58,1.11,0.86,0.34,9.32,1.22,0.45,0.17,1802,1053.96
concrete,2.05,1086,0.9,225.11,1.93,2.43,203.95,235.36,236.03,8.98,8.02,8.07,3,0.6,0.81,6.71,1.6,0.84,-0.07,320,2136.39,2.16,2558,1.17,222.9,1.84,2.67,202.65,232.56,233.5,10.43,11.14,10.99,3.8,0.69,0.81,7.01,1.4,0.93,-0.07,540,1726.71,2.16,2558,1.17,222.9,1.84,2.67,202.65,232.56,233.5,10.43,11.14,10.99,3.8,0.69,0.81,7.01,1.4,0.93,-0.07,540,1726.71,2.16,2558,1.17,222.9,1.84,2.67,202.65,232.56,233.5,10.43,11.14,10.99,3.8,0.69,0.81,7.01,1.4,0.93,-0.07,540,1726.71,4.28,3635,3.27,222.11,5.34,5.47,205.83,229.7,230.81,18.38,18.91,18.01,4.2,0.82,0.44,7.77,0.88,0.92,-0.05,1318,1218.34,3.95,12626,2.75,224.33,4.65,4.55,200.88,236.04,236.08,17.86,21.74,20.9,2.9,0.78,0.21,7.89,0.8,0.93,-0.08,2044,1317.04,4.38,20749,2.82,225.46,6.6,4.99,202.73,236.67,236.96,15.58,20.25,19.46,2.8,0.78,0.37,7.6,0.89,0.88,-0.08,2874,1251.11
tree,1.71,170,1.21,165.36,1.71,2.03,217.84,132.48,145.76,17.98,18.17,17.72,2.9,0.72,0.75,6.93,1.51,0.78,0.24,106,2138.41,1.71,170,1.21,165.36,1.71,2.03,217.84,132.48,145.76,17.98,18.17,17.72,2.9,0.72,0.75,6.93,1.51,0.78,0.24,106,2138.41,3.03,803,2.41,163.75,3.38,3.16,194.33,146.23,150.7,32.91,28.05,25.9,1.28,0.83,0.52,7.98,1.6,0.31,0.14,358,1054.47,3.03,803,2.41,163.75,3.38,3.16,194.33,146.23,150.7,32.91,28.05,25.9,1.28,0.83,0.52,7.98,1.6,0.31,0.14,358,1054.47,3.49,1323,2.83,177.46,5.22,3.64,195.75,167.06,169.58,29.31,36.19,33.55,1.54,0.83,0.64,8.16,1.56,0.44,0.08,530,1086.63,3.49,1323,2.83,177.46,5.22,3.64,195.75,167.06,169.58,29.31,36.19,33.55,1.54,0.83,0.64,8.16,1.56,0.44,0.08,530,1086.63,3.49,1323,2.83,177.46,5.22,3.64,195.75,167.06,169.58,29.31,36.19,33.55,1.54,0.83,0.64,8.16,1.56,0.44,0.08,530,1086.63
grass,2.74,245,1.87,124.5,3.09,3.07,158.87,105.35,109.27,14.2,12.29,9.83,2.48,0.77,0.62,6.89,1.22,0.87,0.2,192,1739.08,2.76,649,1.91,131.24,2.48,2.92,163.26,113.29,117.17,20.12,16.96,15.02,1.84,0.84,0.66,7.69,1.7,0.52,0.18,298,1258.43,4.53,2318,2.38,142.53,3.93,4.76,179.77,120.65,127.16,31.15,26.93,25.14,1.66,0.86,0.43,8.59,1.33,0.64,0.2,916,971.26,4.31,2715,2.29,146.46,3.58,4.46,186.68,122.78,129.92,34.52,28.35,26.35,1.56,0.89,0.47,8.69,1.47,0.49,0.21,930,787.71,3.78,2854,1.73,149.77,3.35,4.03,188.68,127.14,133.5,34.99,34.16,30.53,1.98,0.89,0.45,8.72,1.47,0.53,0.19,862,767.15,3.78,2854,1.73,149.77,3.35,4.03,188.68,127.14,133.5,34.99,34.16,30.53,1.98,0.89,0.45,8.72,1.47,0.53,0.19,862,767.15,3.78,2854,1.73,149.77,3.35,4.03,188.68,127.14,133.5,34.99,34.16,30.53,1.98,0.89,0.45,8.72,1.47,0.53,0.19,862,767.15
tree,1.94,63,1.45,79.13,2.48,2.08,111.73,57.78,67.87,19.37,11.25,10.71,1.08,0.76,0.67,6.24,1.56,0.25,0.32,66,2394.75,1.94,63,1.45,79.13,2.48,2.08,111.73,57.78,67.87,19.37,11.25,10.71,1.08,0.76,0.67,6.24,1.56,0.25,0.32,66,2394.75,2.79,888,1.7,121.89,2.71,2.85,165.5,93.84,106.35,42.27,31.09,32.41,1.23,0.89,0.51,8.48,1.58,0.47,0.28,340,840.88,3.1,1828,1.82,135.46,2.45,3.16,176.09,110.13,120.17,41.05,37.61,36.09,1.18,0.88,0.59,8.87,1.73,0.21,0.23,540,881.72,4.34,6307,1.72,140.8,3,4.89,172.47,121.23,128.69,41.23,39.24,37.04,2.66,0.89,0.53,9.31,1.26,0.86,0.17,1554,772.7,4.34,6307,1.72,140.8,3,4.89,172.47,121.23,128.69,41.23,39.24,37.04,2.66,0.89,0.53,9.31,1.26,0.86,0.17,1554,772.7,4.34,6307,1.72,140.8,3,4.89,172.47,121.23,128.69,41.23,39.24,37.04,2.66,0.89,0.53,9.31,1.26,0.86,0.17,1554,772.7
building,3.51,273,1.9,199.04,3.69,3.72,174.95,210.63,211.54,6.47,7.33,7.46,1.75,0.41,0.5,6.41,1.25,0.75,-0.09,246,4067.15,3.71,1291,1.45,205.37,2.99,3.87,180.63,216.65,218.84,8.66,11.02,11.13,1.66,0.61,0.51,6.95,1.56,0.58,-0.09,556,2539.19,2.58,2432,1.53,201.84,1.71,2.62,178.2,212.63,214.69,11.07,14.02,14.43,1.28,0.73,0.77,7.22,1.95,0.43,-0.09,516,1693.59,2.55,2474,1.5,200.43,1.68,2.59,176.8,211.27,213.23,16.03,17.96,18.72,1.28,0.74,0.78,7.28,1.98,0.42,-0.09,516,991.27,2.55,2474,1.5,200.43,1.68,2.59,176.8,211.27,213.23,16.03,17.96,18.72,1.28,0.74,0.78,7.28,1.98,0.42,-0.09,516,991.27,2.55,2474,1.5,200.43,1.68,2.59,176.8,211.27,213.23,16.03,17.96,18.72,1.28,0.74,0.78,7.28,1.98,0.42,-0.09,516,991.27,2.61,2639,1.54,194.32,1.66,2.64,171,205.05,206.92,29.76,32.7,33.25,1.22,0.83,0.8,7.39,2.02,0.37,-0.09,542,600.5
