building,1.57,3552,0.46,213.22,1.32,1.6,173.03,229.84,236.8,5.5,5.54,5.63,1.4,0.11,0.94,6.24,2.3,0.31,-0.14,382,3756.06,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13
asphalt,4.19,418,2.48,83.35,4.21,4.3,68.07,88.8,93.17,6.51,6.3,6.12,1.1,0.46,0.44,6.52,1.31,0.26,-0.13,352,3711.08,4,1426,1.96,83.74,4.09,4.03,68.56,88.9,93.76,11.58,12.08,12.2,1.1,0.61,0.47,7.17,1.52,0.43,-0.13,608,2177.54,2.79,2601,1.74,92.08,2.61,2.81,76.1,97.86,102.29,16.13,18.17,17.9,1.29,0.76,0.6,7.61,1.66,0.4,-0.13,574,1367.79,3.73,4363,1.9,90.25,2.49,3.84,74.23,95.94,100.58,19.95,22.49,22.31,1.44,0.72,0.65,7.77,1.69,0.53,-0.13,1014,1412.56,4.19,6130,1.5,86.41,2.15,4.29,73.24,90.82,95.19,25.75,26.38,26.4,1.5,0.77,0.68,8.19,1.85,0.46,-0.11,1342,1294.14,4.19,6130,1.5,86.41,2.15,4.29,73.24,90.82,95.19,25.75,26.38,26.4,1.5,0.77,0.68,8.19,1.85,0.46,-0.11,1342,1294.14,4.19,6130,1.5,86.41,2.15,4.29,73.24,90.82,95.19,25.75,26.38,26.4,1.5,0.77,0.68,8.19,1.85,0.46,-0.11,1342,1294.14
building,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.79,1973,1.66,175.3,2.1,1.94,163.62,196.96,165.31,22.7,20.82,21.75,2.14,0.82,0.65,7.71,1.48,0.82,-0.09,344,1181.51,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13
grass,1.14,289,0.38,173.16,1.21,1.21,213.71,145.56,160.23,10.3,11.55,11.1,1.79,0.54,0.91,6.77,2.02,0.52,0.19,82,2642.33,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26,1.08,345,0.32,175.82,1.17,1.13,213.47,149.68,164.3,10.74,17.12,16.13,1.8,0.5,0.92,6.91,2.04,0.52,0.18,84,2915.26
shadow,2.03,249,1,39.62,2.2,2.12,35.86,38.92,44.07,7.72,6.36,6.87,1.35,0.63,0.76,6.42,1.92,0.3,-0.04,134,2542.16,1.84,902,0.84,49.62,1.74,1.86,42.95,50.15,55.76,10.83,11.45,11.85,1.19,0.74,0.82,7.09,2.13,0.24,-0.08,224,1851.74,2.09,1346,1.01,54.77,2.03,2.14,50.24,54.06,60.02,18.59,17.57,17.88,1.41,0.84,0.78,7.61,2.04,0.5,-0.04,314,1105.52,2.09,1346,1.01,54.77,2.03,2.14,50.24,54.06,60.02,18.59,17.57,17.88,1.41,0.84,0.78,7.61,2.04,0.5,-0.04,314,1105.52,2.09,1346,1.01,54.77,2.03,2.14,50.24,54.06,60.02,18.59,17.57,17.88,1.41,0.84,0.78,7.61,2.04,0.5,-0.04,314,1105.52,2.09,1346,1.01,54.77,2.03,2.14,50.24,54.06,60.02,18.59,17.57,17.88,1.41,0.84,0.78,7.61,2.04,0.5,-0.04,314,1105.52,2.09,1346,1.01,54.77,2.03,2.14,50.24,54.06,60.02,18.59,17.57,17.88,1.41,0.84,0.78,7.61,2.04,0.5,-0.04,314,1105.52
building,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675,1.31,1639,0.68,205.31,1.26,1.37,196.24,239.05,180.65,7.15,7.82,8.37,1.69,0.49,0.9,6.53,2.07,0.56,-0.1,222,2675,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99,1.56,2782,0.79,210.06,1.75,1.59,198.94,233.4,197.83,19.37,21.2,29.52,1.31,0.76,0.79,7.47,2.22,0.24,-0.08,336,1351.99
tree,2.68,285,1.48,138.01,2.53,2.7,201.84,98.06,114.13,15.24,15.1,14.31,1.01,0.7,0.63,7.28,1.75,0.15,0.35,182,2323.79,2.68,285,1.48,138.01,2.53,2.7,201.84,98.06,114.13,15.24,15.1,14.31,1.01,0.7,0.63,7.28,1.75,0.15,0.35,182,2323.79,1.96,597,0.63,125.71,1.64,2.01,184.23,88.76,104.16,26.3,17.13,17.33,1.07,0.87,0.85,7.9,2.17,0.09,0.35,196,897.06,1.96,597,0.63,125.71,1.64,2.01,184.23,88.76,104.16,26.3,17.13,17.33,1.07,0.87,0.85,7.9,2.17,0.09,0.35,196,897.06,1.96,597,0.63,125.71,1.64,2.01,184.23,88.76,104.16,26.3,17.13,17.33,1.07,0.87,0.85,7.9,2.17,0.09,0.35,196,897.06,1.96,597,0.63,125.71,1.64,2.01,184.23,88.76,104.16,26.3,17.13,17.33,1.07,0.87,0.85,7.9,2.17,0.09,0.35,196,897.06,1.96,597,0.63,125.71,1.64,2.01,184.23,88.76,104.16,26.3,17.13,17.33,1.07,0.87,0.85,7.9,2.17,0.09,0.35,196,897.06
soil,2.79,293,1.37,237.11,2.4,3.1,227.22,242.45,241.68,7.9,9,9.86,2.17,0.45,0.67,6.66,1.5,0.73,-0.03,212,3689.82,3.36,667,1.62,232.08,2.51,3.45,224.61,236.22,235.39,9.14,11.39,12.16,1.1,0.48,0.71,7.03,1.83,0.21,-0.03,356,3422.47,3.36,667,1.62,232.08,2.51,3.45,224.61,236.22,235.39,9.14,11.39,12.16,1.1,0.48,0.71,7.03,1.83,0.21,-0.03,356,3422.47,3.36,667,1.62,232.08,2.51,3.45,224.61,236.22,235.39,9.14,11.39,12.16,1.1,0.48,0.71,7.03,1.83,0.21,-0.03,356,3422.47,4.94,4650,2.83,208.52,4.86,4.96,211.21,207.85,206.5,19.48,27.17,26.15,1.08,0.8,0.22,8.03,1.23,0.71,0.01,1354,1146.01,4.84,5657,2.78,203.49,4.38,4.86,208.3,201.78,200.39,20.37,30.5,29.71,1.02,0.81,0.27,8.22,1.28,0.71,0.02,1462,1160.66,4.84,5657,2.78,203.49,4.38,4.86,208.3,201.78,200.39,20.37,30.5,29.71,1.02,0.81,0.27,8.22,1.28,0.71,0.02,1462,1160.66
building,1.21,2797,0.78,244.7,1.34,1.23,229.52,252.21,252.37,7.5,4.98,4.42,1.24,0.48,0.85,6.64,2.2,0.4,-0.05,260,2766.23,1.21,2797,0.78,244.7,1.34,1.23,229.52,252.21,252.37,7.5,4.98,4.42,1.24,0.48,0.85,6.64,2.2,0.4,-0.05,260,2766.23,1.21,2797,0.78,244.7,1.34,1.23,229.52,252.21,252.37,7.5,4.98,4.42,1.24,0.48,0.85,6.64,2.2,0.4,-0.05,260,2766.23,1.19,2950,0.82,244.45,1.31,1.22,230.24,251.31,251.78,8.63,8.13,6.84,1.27,0.52,0.85,6.72,2.18,0.44,-0.04,264,2605.29,1.19,2950,0.82,244.45,1.31,1.22,230.24,251.31,251.78,8.63,8.13,6.84,1.27,0.52,0.85,6.72,2.18,0.44,-0.04,264,2605.29,1.19,2950,0.82,244.45,1.31,1.22,230.24,251.31,251.78,8.63,8.13,6.84,1.27,0.52,0.85,6.72,2.18,0.44,-0.04,264,2605.29,1.19,2950,0.82,244.45,1.31,1.22,230.24,251.31,251.78,8.63,8.13,6.84,1.27,0.52,0.85,6.72,2.18,0.44,-0.04,264,2605.29
shadow,1.13,217,0.32,41.25,1.22,1.22,47.51,34.69,41.55,8.79,8.29,7.77,2.18,0.48,0.92,6.41,1.84,0.68,0.16,72,3132.21,1,284,0.26,46.05,1.06,1.1,53.3,39.55,45.29,15.59,12.43,10.8,2.08,0.75,0.97,6.77,1.94,0.61,0.15,74,1800.23,1.6,434,1.91,53.72,2.34,1.61,57.31,50.17,53.67,24.37,27.92,24.32,1.21,0.81,0.51,7.32,1.52,0.71,0.07,134,1520.8,1.6,434,1.91,53.72,2.34,1.61,57.31,50.17,53.67,24.37,27.92,24.32,1.21,0.81,0.51,7.32,1.52,0.71,0.07,134,1520.8,1.6,434,1.91,53.72,2.34,1.61,57.31,50.17,53.67,24.37,27.92,24.32,1.21,0.81,0.51,7.32,1.52,0.71,0.07,134,1520.8,3.08,4013,2.22,79.74,3.45,3.47,106.75,62.03,70.44,54.03,27.57,29.03,2.6,0.94,0.56,8.77,1.15,0.85,0.26,880,442.22,3.08,4013,2.22,79.74,3.45,3.47,106.75,62.03,70.44,54.03,27.57,29.03,2.6,0.94,0.56,8.77,1.15,0.85,0.26,880,442.22
pool,1.28,173,0.85,157.34,1.53,1.41,85.43,161.11,225.49,14.8,12.18,16.76,2.18,0.77,0.76,6.64,1.8,0.65,-0.31,74,1700.07,1.19,276,0.27,162.51,1.22,1.29,92.23,169.24,226.07,20.54,18.69,17.46,2,0.78,0.9,6.96,1.99,0.55,-0.29,86,1581.33,1.16,300,0.32,158.62,1.21,1.27,91.41,165.11,219.34,24.3,26.04,30.59,2.15,0.71,0.89,7.08,1.94,0.63,-0.29,88,2065.1,1.16,300,0.32,158.62,1.21,1.27,91.41,165.11,219.34,24.3,26.04,30.59,2.15,0.71,0.89,7.08,1.94,0.63,-0.29,88,2065.1,1.16,300,0.32,158.62,1.21,1.27,91.41,165.11,219.34,24.3,26.04,30.59,2.15,0.71,0.89,7.08,1.94,0.63,-0.29,88,2065.1,1.58,1410,0.73,203.8,1.36,1.62,179.31,209.52,222.55,56.74,44.56,38.56,1.41,0.93,0.85,8.25,2.19,0.3,-0.08,244,500.59,1.58,1410,0.73,203.8,1.36,1.62,179.31,209.52,222.55,56.74,44.56,38.56,1.41,0.93,0.85,8.25,2.19,0.3,-0.08,244,500.59
shadow,3.23,203,2.15,66.75,3.55,3.4,60.3,68.47,71.47,14.52,16.39,14.8,1.46,0.52,0.31,6.83,1.25,0.47,-0.06,194,4149.89,2.81,401,2.01,71.6,3.32,2.95,77.67,65.82,71.31,29.19,21.62,19.54,1.62,0.78,0.5,7.69,1.39,0.64,0.08,236,1778.9,2.62,461,1.85,77.33,2.89,2.75,80.32,73.43,78.25,29.56,29.95,27.19,1.62,0.77,0.63,7.82,1.57,0.61,0.04,236,1890.58,2.62,461,1.85,77.33,2.89,2.75,80.32,73.43,78.25,29.56,29.95,27.19,1.62,0.77,0.63,7.82,1.57,0.61,0.04,236,1890.58,2.62,461,1.85,77.33,2.89,2.75,80.32,73.43,78.25,29.56,29.95,27.19,1.62,0.77,0.63,7.82,1.57,0.61,0.04,236,1890.58,2.62,461,1.85,77.33,2.89,2.75,80.32,73.43,78.25,29.56,29.95,27.19,1.62,0.77,0.63,7.82,1.57,0.61,0.04,236,1890.58,2.62,461,1.85,77.33,2.89,2.75,80.32,73.43,78.25,29.56,29.95,27.19,1.62,0.77,0.63,7.82,1.57,0.61,0.04,236,1890.58
concrete,2.09,178,1.63,215.76,2.4,2.66,188.69,229.03,229.55,5.25,4.95,5.01,3.55,0.54,0.59,6.07,1.06,0.94,-0.1,142,3928.82,3.4,1659,2.46,208.37,4.98,4.68,185.73,219.27,220.11,10.87,12.76,12.61,5.32,0.75,0.49,7.27,0.77,0.96,-0.08,762,1681.16,3.82,3452,2.1,207,4,5.4,185.33,217.48,218.21,13.18,13.04,13.08,5.72,0.81,0.53,7.56,0.86,0.97,-0.08,1268,1262.01,3.82,3452,2.1,207,4,5.4,185.33,217.48,218.21,13.18,13.04,13.08,5.72,0.81,0.53,7.56,0.86,0.97,-0.08,1268,1262.01,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26,5.11,6146,2.75,207.53,6.71,6.1,185.96,217.99,218.65,19.71,18.73,18.81,3.36,0.87,0.4,7.93,0.78,0.96,-0.08,1912,799.26
tree,2,138,1.31,154.97,2.46,2.04,200.16,124.49,140.25,13.52,13,12.97,1.18,0.58,0.73,6.74,1.7,0.45,0.23,96,3503.29,2.68,323,1.69,151.6,2.74,2.84,189.24,126.64,138.93,17.7,21.52,16.9,1.62,0.7,0.68,7.45,1.66,0.51,0.2,204,2319.62,2.68,323,1.69,151.6,2.74,2.84,189.24,126.64,138.93,17.7,21.52,16.9,1.62,0.7,0.68,7.45,1.66,0.51,0.2,204,2319.62,3.26,1216,2.05,124.3,3.23,3.27,152.91,105.57,114.44,35.8,27.51,26.99,1.05,0.89,0.62,8.64,1.64,0.14,0.18,456,793.76,3.26,1216,2.05,124.3,3.23,3.27,152.91,105.57,114.44,35.8,27.51,26.99,1.05,0.89,0.62,8.64,1.64,0.14,0.18,456,793.76,3.26,1216,2.05,124.3,3.23,3.27,152.91,105.57,114.44,35.8,27.51,26.99,1.05,0.89,0.62,8.64,1.64,0.14,0.18,456,793.76,3.26,1216,2.05,124.3,3.23,3.27,152.91,105.57,114.44,35.8,27.51,26.99,1.05,0.89,0.62,8.64,1.64,0.14,0.18,456,793.76
